39403
0.875
1	1	2	1	1	00111001001101	00110110101000	00110101000111	0	0
1	2	2	1	2	00111111110000	10110110011000	00000000111111	0	0
1	3	1	1	3	10001000111011	00000000000000	11000011110000	0	0
1	4	2	1	4	00110011111101	00000100011001	10101011000101	0	0
1	5	2	2	1	00111010010110	00001011000000	01100100100010	0	0
1	6	2	2	2	10111011000011	10001010010000	01001111011000	0	0
1	7	1	2	3	10111101010110	10000000000000	10111101010100	0	1
1	8	2	2	4	01010100000111	01110010001100	01001011111011	0	0
1	9	3	3	1	10110100000110	11110100110000	01011010100001	0	0
1	10	2	3	2	11110101110110	01101101000000	11001001111110	0	0
1	11	1	3	3	00110011111100	01000000000000	01001000000010	0	1
1	12	2	3	4	11101101010111	01000000100111	11011010010010	0	0
1	13	2	4	1	00101110100000	10011011000101	10100011011000	0	0
1	14	2	4	2	00100101110111	11010101110011	11110101001100	0	0
1	15	2	4	3	11010001110010	10100100100111	11101110000011	0	1
1	16	3	4	4	10010111011110	10001110101000	11001010000100	0	1
1	17	3	5	1	10111001010111	01101010100110	00111001111111	0	0
1	18	3	5	2	11000111110110	11100100001001	01111100111001	0	0
1	19	1	5	3	10010100101101	11000000000000	10100100010110	0	0
1	20	2	5	4	11010100010100	01111110011000	11001101111010	0	0
2	1	2	1	1	10100110010101	00011100101100	10001110111000	0	0
2	2	3	1	2	01001011111000	11001001111110	11100110010000	0	0
2	3	2	1	3	11100000110000	11010111000111	11111111100111	0	1
2	4	2	1	4	11011100001001	00000100001010	00001000000001	0	0
2	5	2	2	1	00110111100000	00100001000100	11010111010000	0	0
2	6	1	2	2	00101100100101	00000000000000	01010000110011	0	1
2	7	2	2	3	01100101100000	00110111000100	11111010101100	0	1
2	8	2	2	4	10101000011000	00010110001110	00111111101011	0	0
2	9	3	3	1	01001001011111	00010000101000	10011000110001	0	0
2	10	2	3	2	11101110010100	00111011001100	01110101100000	0	0
2	11	2	3	3	11110010100101	11011110010001	00001101101111	0	0
2	12	2	3	4	10110010100010	11010110101001	11001101000010	0	1
2	13	1	4	1	10111100001000	10000000000000	11001001110000	0	0
2	14	2	4	2	01011000110010	01011010010011	10101111111110	0	0
2	15	2	4	3	01000010001111	01101101101000	01101101001000	0	0
2	16	1	4	4	01110111111110	01000000000000	00100011000011	0	0
2	17	3	5	1	10101111101101	11011100111110	11000010000101	0	0
2	18	1	5	2	00010110001010	11000000000000	00001111011011	0	0
2	19	2	5	3	01010011101011	00010000111111	10100110101000	0	0
2	20	3	5	4	01011111011101	10110011101101	10110111010000	0	0
3	1	2	1	1	10011011110010	11011111111000	11000101000000	0	1
3	2	2	1	2	10101000001101	11000100000010	01011100111011	0	0
3	3	2	1	3	01000011001110	01000100101100	10011000001010	0	0
3	4	3	1	4	01111001000010	11101010101011	10101101010101	0	0
3	5	2	2	1	00011010011011	11111010100111	10110101101000	0	0
3	6	2	2	2	10111110101001	01100001101101	10110011011000	0	0
3	7	2	2	3	00100000111011	10010110001001	00101110101111	0	0
3	8	1	2	4	11001000100011	00000000000000	10101101111011	0	0
3	9	2	3	1	11111011000010	10011001101010	01011110110000	0	0
3	10	3	3	2	10111010001101	10110010000110	11110011111111	0	0
3	11	1	3	3	00100101101001	10000000000000	01010100011000	0	0
3	12	1	3	4	01011110001111	01000000000000	01110011100110	0	1
3	13	3	4	1	01110000001001	11100001110101	00010110101010	0	0
3	14	2	4	2	11000110111100	10010011011111	01000110111111	0	0
3	15	3	4	3	11110000110100	00010111000100	11110001010111	0	0
3	16	2	4	4	01001011011100	10011000001011	00000101111111	0	0
3	17	1	5	1	11011101001100	11000000000000	11100101010010	0	0
3	18	2	5	2	01100011010010	01010000000101	01110100100001	0	1
3	19	2	5	3	10101010010010	10001111001010	10111111110100	0	0
3	20	2	5	4	00111101101000	11011010011110	11110001010110	0	1
4	1	2	1	1	01001001001010	10111100011001	10011011000011	0	1
4	2	1	1	2	11111101010001	00000000000000	00111111101101	0	0
4	3	2	1	3	11001110001001	00010000111000	01001111111110	0	0
4	4	3	1	4	01000100010000	10110101100101	10111010010111	0	0
4	5	2	2	1	01111011111111	10111100111000	11010101010001	0	0
4	6	2	2	2	01111010100000	11101000001110	01101001000010	0	0
4	7	3	2	3	00001100000101	01000101101010	01000000101100	0	0
4	8	3	2	4	00100011000001	01010101101100	01011000110001	0	0
4	9	2	3	1	00001001001011	11110101111111	10010010000100	0	0
4	10	3	3	2	11101011010011	10100010110100	00011001011110	0	0
4	11	1	3	3	10000110100101	10000000000000	01100001000000	0	0
4	12	2	3	4	11010011100110	01000111101111	00111010110110	0	0
4	13	2	4	1	00010000011001	01001011001010	10000011110111	0	0
4	14	2	4	2	11101001101111	11101010110010	00111110010001	0	0
4	15	2	4	3	11001100100110	10100001111110	00110010101100	0	0
4	16	1	4	4	10011010110011	01000000000000	01110111011011	0	1
4	17	1	5	1	11010111011010	11000000000000	11111010101100	0	1
4	18	2	5	2	11111000101000	10000111111101	10101110110111	0	1
4	19	2	5	3	01000010100011	10101100111001	00011000000111	0	0
4	20	2	5	4	01010110100100	11011101111011	01110000101100	0	0
5	1	2	1	1	01001001010100	01000101011110	00010110010011	0	0
5	2	2	1	2	00001110001101	11100111111010	01001000001101	0	0
5	3	2	1	3	10101100001000	10011001111011	11111001010100	0	1
5	4	2	1	4	10010011011101	00000100101101	11101010010001	0	0
5	5	1	2	1	10011011100111	11011000000111	01011001011101	0	0
5	6	2	2	2	00010101001100	01111010100100	10001110000001	0	0
5	7	1	2	3	11001010100110	01000101001010	10011101101111	0	0
5	8	1	2	4	10000000111101	00001011111100	01101111110000	0	0
5	9	3	3	1	00101100111111	10010101001110	01001111111101	0	0
5	10	2	3	2	01010101110101	11001010100110	01110001011100	0	0
5	11	3	3	3	01001011111100	00100001001111	10101100010100	0	1
5	12	2	3	4	11110011001010	11111010000010	00001111000100	0	0
5	13	2	4	1	00010011101110	10111001110101	00001100100000	0	0
5	14	2	4	2	00001110011001	00001010111100	01000100000101	0	0
5	15	3	4	3	10011111101100	11101110101000	10101010101101	0	1
5	16	2	4	4	00001101010110	11000010101001	01101101000101	0	0
5	17	2	5	1	11011001000100	00100110111100	10011010000000	0	1
5	18	1	5	2	01000011111000	01000000101111	00111101010011	0	0
5	19	3	5	3	10111011100111	10100001100101	11001010000001	0	0
5	20	2	5	4	11011111101111	01010010011011	10001100111000	0	0
6	1	2	1	1	00010001101101	11000000000111	11000010001000	0	1
6	2	2	1	2	01001100100110	11111010101101	10111110001100	0	0
6	3	2	1	3	00110001110110	01000111001011	00000001010101	0	0
6	4	2	1	4	11100100100110	01000100010000	10110000111110	0	1
6	5	3	2	1	10010110111011	10111100011001	00011110100010	0	0
6	6	3	2	2	11110100010011	01100110110110	10101101110101	0	0
6	7	2	2	3	11101010100010	11101101000001	11100010111100	0	0
6	8	1	2	4	10101100000110	11101001110001	11111000001110	0	0
6	9	2	3	1	01110111111001	11100011101101	11110101011000	0	0
6	10	1	3	2	11000000011111	11000000001000	01100101100001	0	0
6	11	1	3	3	10001011101111	11001100111010	00100010001111	0	0
6	12	2	3	4	11100110000010	11000111100110	01101110101001	0	1
6	13	3	4	1	10101111110001	11000101001100	01001101001101	0	0
6	14	2	4	2	10111111001000	11110001111101	11110111100110	0	0
6	15	1	4	3	01001100010110	11110100011001	10101110110101	0	0
6	16	2	4	4	11100011001100	00111101001011	00011011110111	0	0
6	17	2	5	1	10011000010110	00110010011011	01111100011011	0	0
6	18	2	5	2	10111010101100	00001100110010	00000001100101	0	0
6	19	3	5	3	11111101010001	01101010110000	10001101101111	0	0
6	20	2	5	4	00011110010101	11010110010001	11100010100010	0	1
7	1	2	1	1	11001101010010	10010111001111	10100011110101	0	1
7	2	2	1	2	01000100011011	11100011011110	00001011101000	0	0
7	3	2	1	3	01111101000101	00101111000101	11100111011000	0	0
7	4	2	1	4	11101111011101	10110010011011	01111110000011	0	0
7	5	2	2	1	00101101111100	00001010001001	11011110011110	0	0
7	6	2	2	2	11100011011011	11100101011010	00111000000010	0	0
7	7	1	2	3	01011011111000	00111000000101	11110011101001	0	1
7	8	2	2	4	00100100010000	00100101111001	10110000111100	0	0
7	9	3	3	1	01100011011011	00111010100010	00000110000000	0	0
7	10	1	3	2	10110000110000	11110100100011	00111110110101	0	0
7	11	2	3	3	00101110110010	10000000101011	10111001010001	0	0
7	12	3	3	4	00000001100011	11001001000111	00101100101001	0	0
7	13	3	4	1	11111000011100	01001110001000	10111000001111	0	0
7	14	3	4	2	10101011111111	01011111111100	00000011000111	0	0
7	15	1	4	3	10111001100100	01100110111010	01101011111101	0	1
7	16	2	4	4	10100101101110	10101101011111	00011110100110	0	0
7	17	2	5	1	11110111010100	11111110110100	00001101111101	0	0
7	18	1	5	2	01011101011110	10000011001100	00011001111001	0	0
7	19	2	5	3	00110100001000	00101111101100	11111000010000	0	1
7	20	2	5	4	11110010110000	10000110110011	11110101011100	0	0
8	1	1	1	1	01110010011000	11001001100001	11110110111110	0	0
8	2	1	1	2	11011101010100	10010011110110	10000010100000	0	0
8	3	3	1	3	11111010101001	10101111010111	11111110111000	0	0
8	4	2	1	4	00011110010000	11010011100011	00011101100001	0	0
8	5	2	2	1	01010111101011	01111101000011	11011010111001	0	0
8	6	2	2	2	01000110000100	01100110100101	00010000011111	0	0
8	7	3	2	3	11111100010001	10011001000100	00111010010001	0	1
8	8	1	2	4	11111101001011	00001010101001	10100010001110	0	0
8	9	2	3	1	01010110001001	01110000000100	00100001110111	0	1
8	10	2	3	2	01000010100100	01100000011110	01001111101101	0	0
8	11	1	3	3	11001001000011	10001000111111	01001010011000	0	0
8	12	2	3	4	10111111101011	01110110110011	01101101100111	0	0
8	13	3	4	1	00000010111110	00010110100001	11110101001011	0	1
8	14	2	4	2	00011100100111	10000100000100	11111010100011	0	0
8	15	2	4	3	01001110101001	10011101100001	10011101000011	0	0
8	16	2	4	4	00101101101101	11110110000100	01001100111101	0	1
8	17	2	5	1	10000001000000	01101001100100	01110000011101	0	0
8	18	2	5	2	10001111011011	00111011010000	11101110000100	0	0
8	19	2	5	3	00110000101110	01101110001100	01100001000101	0	0
8	20	3	5	4	01110001110111	01010111110101	00101101000101	0	0
9	1	2	1	1	11000100011100	01111010111111	11111101000011	0	0
9	2	1	1	2	00001101000001	10111100101001	10000000010011	0	0
9	3	3	1	3	01110101111101	10011011100110	01101111011000	0	0
9	4	2	1	4	01010001101011	01110100100011	01110101110001	0	0
9	5	1	2	1	00110000111111	10000111011001	10110100101001	0	0
9	6	2	2	2	10101001010001	00010111001110	11110100111001	0	0
9	7	2	2	3	10111010000111	11010111001100	00100001110001	0	0
9	8	2	2	4	10010011110000	01110001011100	10100001101000	0	1
9	9	3	3	1	00111010110110	01000111111101	00011110101001	0	0
9	10	2	3	2	10000100000010	01110011100100	10011000000100	0	0
9	11	2	3	3	10110101111111	11011111010101	11110010101010	0	0
9	12	2	3	4	00010100100100	11111000010001	00110000110001	0	0
9	13	2	4	1	00000011111110	01110110010110	01010110011001	0	0
9	14	2	4	2	11010111011110	10101000001010	10100000010101	0	0
9	15	1	4	3	01010011010111	10011110111001	11000011000111	0	0
9	16	2	4	4	00100011010011	01001100111110	10110101001011	0	1
9	17	2	5	1	01110011011110	01100011110001	10010110001011	0	1
9	18	3	5	2	01000111101000	00001110001010	00100011011100	0	0
9	19	3	5	3	10010000100001	00100110111001	10110000100100	0	0
9	20	1	5	4	11101010010111	00011110010000	10000100011010	0	1
10	1	1	1	1	00110000100101	00001111111000	01000011110110	0	1
10	2	2	1	2	11010010000110	10100110101010	11001001000001	0	0
10	3	3	1	3	10010110110111	01010001100001	00111100000100	0	1
10	4	3	1	4	00001111101100	00101011100011	01011010111111	0	0
10	5	2	2	1	10011001011100	01111001110011	11000000001011	0	0
10	6	2	2	2	11010110101111	10001100001000	10101111000011	0	0
10	7	1	2	3	11001000100011	10101000011000	10010101000111	0	0
10	8	2	2	4	00010111100111	01110001011001	10001000110111	0	0
10	9	2	3	1	00101100010010	00010000100110	00010110111010	0	0
10	10	2	3	2	10000100010110	11111111000101	10001100001111	0	0
10	11	2	3	3	11001000010100	00101111011101	01001010100011	0	0
10	12	3	3	4	01111001011110	11011100110100	11110010110110	0	1
10	13	2	4	1	00010111111010	11110100101011	10011011000100	0	1
10	14	2	4	2	10000111011000	10100011010101	00001000101000	0	0
10	15	2	4	3	01101101110111	00000001100001	10101010111001	0	0
10	16	1	4	4	01001010010100	11011110111111	10011110110010	0	0
10	17	3	5	1	10110001010011	11110000010111	01111001010100	0	0
10	18	1	5	2	01100101111011	00100011001100	11110011010010	0	0
10	19	2	5	3	00101011110110	10111000000001	01001010011110	0	0
10	20	2	5	4	00110100010110	10111100110010	10011001111011	0	0
11	1	2	1	1	11111000101110	01000111001010	10110110110001	0	0
11	2	1	1	2	01010111000111	11101101111001	01100110101010	0	0
11	3	2	1	3	10000000101101	10001000000111	01111110000011	1	0
11	4	2	1	4	11110011101000	01111010010011	11101011100011	0	0
11	5	2	2	1	11000101001111	10001010011011	11110101010101	0	0
11	6	1	2	2	11010001010001	10001010001000	00100101000011	0	1
11	7	2	2	3	01000111001010	10101100101011	11010011001100	0	0
11	8	1	2	4	10111100010110	11111100000100	10101011110100	0	0
11	9	3	3	1	01101101011000	11110100000101	00010100110101	0	0
11	10	2	3	2	10011111011000	10100111011101	11000101011101	0	0
11	11	2	3	3	10101000000011	00000010101111	00110011010110	0	0
11	12	2	3	4	00000001011101	01110100010011	01110100101111	0	0
11	13	3	4	1	01101010111011	01011101010001	11010110111001	0	0
11	14	2	4	2	10001000110110	11101011110010	11101100111111	0	0
11	15	1	4	3	00011111011000	11101011010011	01101010011111	0	1
11	16	2	4	4	01101100011000	11111110010010	00010100001001	1	1
11	17	2	5	1	11111111110111	11101101000001	10110100110110	0	0
11	18	2	5	2	11000101010001	01010011010000	00010110001110	0	0
11	19	3	5	3	11111011101010	00100100011000	00110001111101	0	1
11	20	3	5	4	11011010111010	10000001101101	01110111101010	0	0
