1	0.491311	0.491311	2	60	6
2	0.491311	0.491311	2	60	6
3	0.491311	0.491311	2	60	8
4	0.491311	0.491311	2	60	8
5	0.491311	0.491311	2	60	5
6	0.482929	0.491311	2	60	13
7	0.491311	0.491311	2	60	9
8	0.491311	0.491311	2	60	4
9	0.491311	0.491311	2	60	3
10	0.491311	0.491311	2	60	10
11	0.490181	0.491311	2	60	7
12	0.491311	0.491311	2	60	9
13	0.458452	0.491311	2	60	17
14	0.491311	0.491311	2	60	7
15	0.528006	0.528006	2	60	3
16	0.528006	0.528006	2	60	5
17	0.533445	0.533445	2	60	13
18	0.533445	0.533445	2	60	4
19	0.528354	0.533445	2	60	8
20	0.533445	0.533445	2	60	6
21	0.536165	0.536165	2	60	9
22	0.536165	0.536165	2	60	9
23	0.536165	0.536165	2	60	9
24	0.538466	0.538466	2	60	5
25	0.500237	0.538466	2	60	7
26	0.538466	0.538466	2	60	7
27	0.538466	0.538466	2	60	8
28	0.53569	0.538466	2	60	5
29	0.532915	0.538466	2	60	5
30	0.538466	0.538466	2	60	7
31	0.500349	0.538466	2	60	10
32	0.538466	0.538466	2	60	8
33	0.538466	0.538466	2	60	2
34	0.538466	0.538466	2	60	9
35	0.538466	0.538466	2	60	6
36	0.538466	0.538466	2	60	8
37	0.538466	0.538466	2	60	6
38	0.534742	0.538466	2	60	10
39	0.518759	0.538466	2	60	14
40	0.534226	0.538466	2	60	8
41	0.538466	0.538466	2	60	4
42	0.538466	0.538466	2	60	3
43	0.538466	0.538466	2	60	8
44	0.538466	0.538466	2	60	6
45	0.542469	0.542469	2	60	9
46	0.542469	0.542469	2	60	7
47	0.542469	0.542469	2	60	2
48	0.542469	0.542469	2	60	8
49	0.544603	0.544603	2	60	8
50	0.544603	0.544603	2	60	7
51	0.544603	0.544603	2	60	4
52	0.544603	0.544603	2	60	6
53	0.549484	0.549484	2	60	9
54	0.550391	0.550391	2	60	9
55	0.550391	0.550391	2	60	9
56	0.545481	0.550391	2	60	7
57	0.549874	0.550391	2	60	5
58	0.553417	0.553417	2	60	7
59	0.553417	0.553417	2	60	6
60	0.553417	0.553417	2	60	6
61	0.553417	0.553417	2	60	6
62	0.553417	0.553417	2	60	7
63	0.553417	0.553417	2	60	4
64	0.553417	0.553417	2	60	3
65	0.505146	0.553417	2	60	9
66	0.553417	0.553417	2	60	8
67	0.553417	0.553417	2	60	2
68	0.553417	0.553417	2	60	4
69	0.553417	0.553417	2	60	6
70	0.565579	0.565579	2	60	7
71	0.565579	0.565579	2	60	5
72	0.565132	0.565579	2	60	10
73	0.565579	0.565579	2	60	7
74	0.565579	0.565579	2	60	7
