1	0.495788	0.495788	2	60	10
2	0.495788	0.495788	2	60	5
3	0.495788	0.495788	2	60	2
4	0.495788	0.495788	2	60	3
5	0.497713	0.497713	2	60	11
6	0.497713	0.497713	2	60	9
7	0.497713	0.497713	2	60	3
8	0.500488	0.500488	2	60	12
9	0.500488	0.500488	2	60	8
10	0.500488	0.500488	2	60	9
11	0.500488	0.500488	2	60	9
12	0.500488	0.500488	2	60	8
13	0.500488	0.500488	2	60	2
14	0.500488	0.500488	2	60	5
15	0.500488	0.500488	2	60	10
16	0.500488	0.500488	2	60	8
17	0.500488	0.500488	2	60	2
18	0.500488	0.500488	2	60	8
19	0.500488	0.500488	2	60	3
20	0.500488	0.500488	2	60	5
21	0.500488	0.500488	2	60	5
22	0.500488	0.500488	2	60	6
23	0.500488	0.500488	2	60	5
24	0.512566	0.512566	2	60	9
25	0.512566	0.512566	2	60	7
26	0.512566	0.512566	2	60	9
27	0.512566	0.512566	2	60	8
28	0.512566	0.512566	2	60	3
29	0.512566	0.512566	2	60	12
30	0.512566	0.512566	2	60	11
31	0.509651	0.512566	2	60	11
32	0.507908	0.512566	2	60	6
33	0.533236	0.533236	2	60	6
34	0.533236	0.533236	2	60	9
35	0.533236	0.533236	2	60	7
36	0.533236	0.533236	2	60	2
37	0.533236	0.533236	2	60	8
38	0.533236	0.533236	2	60	3
39	0.533236	0.533236	2	60	6
40	0.533236	0.533236	2	60	9
41	0.501144	0.533236	2	60	6
42	0.533236	0.533236	2	60	6
43	0.533236	0.533236	2	60	9
44	0.520502	0.533236	2	60	6
45	0.533236	0.533236	2	60	10
46	0.532343	0.533236	2	60	5
47	0.526011	0.533236	2	60	5
48	0.533236	0.533236	2	60	10
49	0.533236	0.533236	2	60	2
50	0.502538	0.533236	2	60	9
51	0.533236	0.533236	2	60	7
52	0.533236	0.533236	2	60	2
53	0.532343	0.533236	2	60	4
54	0.496764	0.533236	2	60	7
55	0.533236	0.533236	2	60	4
56	0.500488	0.533236	2	60	5
57	0.536011	0.536011	2	60	13
58	0.511799	0.536011	2	60	4
59	0.536011	0.536011	2	60	5
60	0.536011	0.536011	2	60	9
61	0.471506	0.536011	2	60	8
62	0.536011	0.536011	2	60	8
63	0.536011	0.536011	2	60	11
64	0.536011	0.536011	2	60	7
65	0.536011	0.536011	2	60	9
66	0.515635	0.536011	2	60	8
67	0.536011	0.536011	2	60	4
68	0.536011	0.536011	2	60	8
69	0.536011	0.536011	2	60	11
70	0.536011	0.536011	2	60	8
71	0.563431	0.563431	2	60	8
72	0.563431	0.563431	2	60	8
73	0.563431	0.563431	2	60	6
74	0.564184	0.564184	2	60	6
75	0.564184	0.564184	2	60	10
76	0.564184	0.564184	2	60	7
77	0.547308	0.564184	2	60	11
78	0.564184	0.564184	2	60	4
79	0.564644	0.564644	2	60	7
80	0.564644	0.564644	2	60	8
81	0.564644	0.564644	2	60	7
82	0.564644	0.564644	2	60	4
83	0.564644	0.564644	2	60	10
84	0.552706	0.564644	2	60	11
85	0.494951	0.564644	2	60	10
86	0.566095	0.566095	2	60	9
87	0.566095	0.566095	2	60	10
88	0.523417	0.566095	2	60	12
89	0.511325	0.566095	2	60	9
90	0.566095	0.566095	2	60	8
91	0.566095	0.566095	2	60	7
92	0.566095	0.566095	2	60	6
93	0.501144	0.566095	2	60	10
94	0.503808	0.566095	2	60	8
95	0.589414	0.589414	2	60	3
96	0.589414	0.589414	2	60	7
97	0.566095	0.589414	2	60	7
98	0.565635	0.589414	2	60	8
99	0.589414	0.589414	2	60	9
100	0.541632	0.589414	2	60	4
101	0.493138	0.589414	2	60	12
102	0.497434	0.589414	2	60	4
103	0.589414	0.589414	2	60	5
104	0.591269	0.591269	2	60	4
105	0.538633	0.591269	2	60	5
106	0.579484	0.591269	2	60	8
107	0.580474	0.591269	2	60	14
108	0.585286	0.591269	2	60	6
109	0.591269	0.591269	2	60	4
110	0.576736	0.591269	2	60	7
111	0.591269	0.591269	2	60	9
112	0.54378	0.591269	2	60	4
113	0.591269	0.591269	2	60	3
114	0.591269	0.591269	2	60	10
115	0.591269	0.591269	2	60	3
116	0.591269	0.591269	2	60	6
117	0.583347	0.591269	2	60	6
118	0.590307	0.591269	2	60	11
119	0.583835	0.591269	2	60	5
120	0.591269	0.591269	2	60	7
121	0.585063	0.591269	2	60	7
122	0.591269	0.591269	2	60	9
123	0.503933	0.591269	2	60	11
124	0.591269	0.591269	2	60	4
125	0.503278	0.591269	2	60	6
126	0.591269	0.591269	2	60	4
127	0.566095	0.591269	2	60	4
128	0.594114	0.594114	2	60	4
129	0.594114	0.594114	2	60	7
130	0.598243	0.598243	2	60	10
131	0.498884	0.598243	2	60	9
132	0.580544	0.598243	2	60	12
133	0.598243	0.598243	2	60	11
134	0.598243	0.598243	2	60	11
135	0.598243	0.598243	2	60	8
136	0.599386	0.599386	2	60	6
137	0.599386	0.599386	2	60	4
138	0.606834	0.606834	2	60	8
139	0.526946	0.606834	2	60	8
140	0.558285	0.606834	2	60	8
141	0.606834	0.606834	2	60	2
142	0.523556	0.606834	2	60	11
143	0.60788	0.60788	2	60	17
144	0.60788	0.60788	2	60	6
145	0.60788	0.60788	2	60	4
146	0.595314	0.60788	2	60	9
147	0.60788	0.60788	2	60	6
148	0.60788	0.60788	2	60	2
149	0.605119	0.60788	2	60	9
150	0.609066	0.609066	2	60	5
151	0.609066	0.609066	2	60	10
152	0.609066	0.609066	2	60	6
153	0.609066	0.609066	2	60	4
154	0.580711	0.609066	2	60	13
155	0.609066	0.609066	2	60	8
156	0.620042	0.620042	2	60	11
157	0.536192	0.620042	2	60	9
158	0.620042	0.620042	2	60	9
159	0.583919	0.620042	2	60	7
160	0.56152	0.620042	2	60	9
161	0.626806	0.626806	2	60	7
162	0.626806	0.626806	2	60	6
163	0.630516	0.630516	2	60	8
164	0.584603	0.630516	2	60	4
165	0.630516	0.630516	2	60	9
166	0.567796	0.630516	2	60	5
167	0.630516	0.630516	2	60	8
168	0.630516	0.630516	2	60	2
169	0.585732	0.630516	2	60	11
170	0.573124	0.630516	2	60	7
171	0.626388	0.630516	2	60	11
172	0.626806	0.630516	2	60	7
173	0.630516	0.630516	2	60	7
174	0.567796	0.630516	2	60	8
175	0.626806	0.630516	2	60	10
176	0.626806	0.630516	2	60	9
177	0.626388	0.630516	2	60	7
178	0.560153	0.630516	2	60	5
179	0.630516	0.630516	2	60	8
180	0.498884	0.630516	2	60	11
181	0.630516	0.630516	2	60	9
182	0.630516	0.630516	2	60	6
183	0.625579	0.630516	2	60	7
184	0.600669	0.630516	2	60	8
185	0.630516	0.630516	2	60	10
186	0.630516	0.630516	2	60	3
187	0.563529	0.630516	2	60	8
188	0.626806	0.630516	2	60	5
189	0.630516	0.630516	2	60	7
190	0.630516	0.630516	2	60	7
191	0.630516	0.630516	2	60	8
192	0.626806	0.630516	2	60	6
193	0.625579	0.630516	2	60	10
194	0.630516	0.630516	2	60	7
195	0.630516	0.630516	2	60	4
196	0.60219	0.630516	2	60	9
197	0.626806	0.630516	2	60	6
198	0.630516	0.630516	2	60	1
199	0.624895	0.630516	2	60	8
200	0.630516	0.630516	2	60	5
201	0.61198	0.630516	2	60	5
202	0.630516	0.630516	2	60	6
203	0.626806	0.630516	2	60	5
204	0.545049	0.630516	2	60	4
205	0.551478	0.630516	2	60	6
206	0.522357	0.630516	2	60	9
207	0.630516	0.630516	2	60	6
208	0.584575	0.630516	2	60	8
209	0.630516	0.630516	2	60	8
210	0.630516	0.630516	2	60	4
211	0.630516	0.630516	2	60	7
212	0.630516	0.630516	2	60	5
213	0.580851	0.630516	2	60	11
214	0.56205	0.630516	2	60	9
